DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
1/31/2016,36,",,7",18,",,7"
2/1/2016,35,",,7",10,",,7"
2/2/2016,31,",,7",4,",,7"
2/3/2016,34,",,7",5,",,7"
2/4/2016,30,",,7",13,",,7"
2/5/2016,36,",,7",22,",,7"
2/6/2016,46,",,7",24,",,7"
2/7/2016,41,",,7",16,",,7"
2/8/2016,46,",,7",15,",,7"
2/9/2016,50,",,7",18,",,7"
2/10/2016,52,",,7",17,",,7"
2/11/2016,54,",,7",18,",,7"
2/12/2016,46,",,7",25,",,7"
2/13/2016,56,",,7",26,",,7"
2/14/2016,45,",,7",30,",,7"
2/15/2016,38,",,7",32,",,7"
2/16/2016,37,",,7",31,",,7"
2/17/2016,52,",,7",29,",,7"
2/18/2016,49,",,7",31,",,7"
2/19/2016,40,",,7",28,",,7"
2/20/2016,47,",,7",24,",,7"
2/21/2016,42,",,7",14,",,7"
2/22/2016,44,",,7",18,",,7"
2/23/2016,40,",,7",6,",,7"
2/24/2016,44,",,7",7,",,7"
2/25/2016,46,",,7",14,",,7"
2/26/2016,53,",,7",16,",,7"
2/27/2016,57,",,7",19,",,7"
2/28/2016,50,",,7",26,",,7"
2/29/2016,50,",,7",23,",,7"
3/1/2016,43,",,7",25,",,7"
3/2/2016,51,",,7",30,",,7"
3/3/2016,51,",,7",27,",,7"
3/4/2016,48,",,7",23,",,7"
3/5/2016,57,",,7",27,",,7"
3/6/2016,51,",,7",33,",,7"
3/7/2016,41,",,7",22,",,7"
3/8/2016,39,",,7",27,",,7"
3/9/2016,44,",,7",28,",,7"
3/10/2016,44,",,7",32,",,7"
3/11/2016,48,",,7",34,",,7"
3/12/2016,48,",,7",32,",,7"
3/13/2016,48,",,7",32,",,7"
3/14/2016,40,",,7",30,",,7"
3/15/2016,39,",,7",24,",,7"
3/16/2016,31,",,7",19,",,7"
3/17/2016,42,",,7",21,",,7"
3/18/2016,39,",,7",7,",,7"
3/19/2016,44,",,7",8,",,7"
3/20/2016,58,",,7",18,",,7"
3/21/2016,65,",,7",27,",,7"
3/22/2016,53,",,7",31,",,7"
3/23/2016,44,",,7",29,",,7"
3/24/2016,48,",,7",32,",,7"
3/25/2016,44,",,7",26,",,7"
3/26/2016,39,",,7",14,",,7"
3/27/2016,49,",,7",16,",,7"
3/28/2016,45,",,7",18,",,7"
3/29/2016,44,",,7",24,",,7"
3/30/2016,51,",,7",31,",,7"
3/31/2016,62,",,7",25,",,7"
4/1/2016,57,",,7",26,",,7"
4/2/2016,65,",,7",26,",,7"
4/3/2016,68,",,7",33,",,7"
4/4/2016,67,",,7",31,",,7"
4/5/2016,57,",,7",25,",,7"
4/6/2016,53,",,7",25,",,7"
4/7/2016,68,",,7",26,",,7"
4/8/2016,76,",,7",28,",,7"
4/9/2016,78,",,7",28,",,7"
4/10/2016,75,",,7",30,",,7"
4/11/2016,71,",,7",29,",,7"
4/12/2016,72,",,7",33,",,7"
4/13/2016,62,",,7",35,",,7"
4/14/2016,53,",,7",35,",,7"
4/15/2016,47,",,7",31,",,7"
4/16/2016,50,",,7",25,",,7"
4/17/2016,63,",,7",26,",,7"
4/18/2016,69,",,7",27,",,7"
4/19/2016,72,",,7",27,",,7"
4/20/2016,75,",,7",29,",,7"
4/21/2016,78,",,7",35,",,7"
4/22/2016,80,",,7",38,",,7"
4/23/2016,75,",,7",42,",,7"
4/24/2016,54,",,7",39,",,7"
4/25/2016,55,",,7",37,",,7"
4/26/2016,48,",,7",38,",,7"
4/27/2016,62,",,7",32,",,7"
4/28/2016,60,",,7",32,",,7"
4/29/2016,57,",,7",37,",,7"
4/30/2016,49,",,7",29,",,7"
5/1/2016,57,",,7",31,",,7"
5/2/2016,69,",,7",31,",,7"
5/3/2016,74,",,7",33,",,7"
5/4/2016,77,",,7",35,",,7"
5/5/2016,76,",,7",43,",,7"
5/6/2016,74,",,7",42,",,7"
5/7/2016,70,",,7",44,",,7"
5/8/2016,77,",,7",48,",,7"
5/9/2016,75,",,7",36,",,7"
5/10/2016,50,",,7",35,",,7"
5/11/2016,53,",,7",25,",,7"
5/12/2016,66,",,7",30,",,7"
5/13/2016,76,",,7",35,",,7"
5/14/2016,80,",,7",42,",,7"
5/15/2016,72,",,7",42,",,7"
5/16/2016,58,",,7",40,",,7"
5/17/2016,66,",,7",37,",,7"
5/18/2016,73,",,7",37,",,7"
5/19/2016,79,",,7",40,",,7"
5/20/2016,57,",,7",34,",,7"
5/21/2016,48,",,7",33,",,7"
5/22/2016,51,",,7",35,",,7"
5/23/2016,53,",,7",36,",,7"
5/24/2016,53,",,7",33,",,7"
5/25/2016,62,",,7",31,",,7"
5/26/2016,67,",,7",33,",,7"
5/27/2016,67,",,7",34,",,7"
5/28/2016,63,",,7",32,",,7"
5/29/2016,68,",,7",33,",,7"
5/30/2016,72,",,7",35,",,7"
5/31/2016,71,",,7",33,",,7"
6/1/2016,76,",,7",37,",,7"
6/2/2016,81,",,7",46,",,7"
6/3/2016,69,",,7",39,",,7"
6/4/2016,81,",,7",42,",,7"
6/5/2016,89,",,7",46,",,7"
6/6/2016,95,",,7",52,",,7"
6/7/2016,92,",,7",46,",,7"
6/8/2016,88,",,7",49,",,7"
6/9/2016,88,",,7",52,",,7"
6/10/2016,79,",,7",41,",,7"
6/11/2016,79,",,7",50,",,7"
6/12/2016,71,",,7",33,",,7"
6/13/2016,77,",,7",35,",,7"
6/14/2016,79,",,7",44,",,7"
6/15/2016,58,",,7",40,",,7"
6/16/2016,51,",,7",40,",,7"
6/17/2016,53,",,7",32,",,7"
6/18/2016,73,",,7",41,",,7"
6/19/2016,74,",,7",33,",,7"
6/20/2016,77,",,7",38,",,7"
6/21/2016,89,",,7",41,",,7"
6/22/2016,79,",,7",37,",,7"
6/23/2016,85,",,7",43,",,7"
6/24/2016,83,",,7",50,",,7"
6/25/2016,68,",,7",32,",,7"
6/26/2016,79,",,7",37,",,7"
6/27/2016,86,",,7",43,",,7"
6/28/2016,95,",,7",47,",,7"
6/29/2016,94,",,7",48,",,7"
6/30/2016,97,",,7",53,",,7"
7/1/2016,92,",,7",48,",,7"
7/2/2016,92,",,7",47,",,7"
7/3/2016,89,",,7",46,",,7"
7/4/2016,87,",,7",43,",,7"
7/5/2016,81,",,7",39,",,7"
7/6/2016,78,",,7",41,",,7"
7/7/2016,75,",,7",37,",,7"
7/8/2016,82,",,7",48,",,7"
7/9/2016,81,",,7",54,",,7"
7/10/2016,64,",,7",48,",,7"
7/11/2016,54,",,7",41,",,7"
7/12/2016,65,",,7",37,",,7"
7/13/2016,73,",,7",37,",,7"
7/14/2016,79,",,7",38,",,7"
7/15/2016,85,",,7",43,",,7"
7/16/2016,85,",,7",40,",,7"
7/17/2016,80,",,7",40,",,7"
7/18/2016,88,",,7",48,",,7"
7/19/2016,87,",,7",43,",,7"
7/20/2016,86,",,7",48,",,7"
7/21/2016,88,",,7",42,",,7"
7/22/2016,95,",,7",46,",,7"
7/23/2016,86,",,7",44,",,7"
7/24/2016,83,",,7",42,",,7"
7/25/2016,90,",,7",46,",,7"
7/26/2016,93,",,7",49,",,7"
7/27/2016,94,",,7",49,",,7"
7/28/2016,94,",,7",48,",,7"
7/29/2016,94,",,7",48,",,7"
7/30/2016,95,",,7",49,",,7"
7/31/2016,95,",,7",46,",,7"
8/1/2016,89,",,7",40,",,7"
8/2/2016,90,",,7",43,",,7"
8/3/2016,91,",,7",42,",,7"
8/4/2016,81,",,7",39,",,7"
8/5/2016,88,",,7",44,",,7"
8/6/2016,87,",,7",55,",,7"
8/7/2016,88,",,7",46,",,7"
8/8/2016,78,",,7",39,",,7"
8/9/2016,83,",,7",45,",,7"
8/10/2016,74,",,7",37,",,7"
8/11/2016,78,",,7",40,",,7"
8/12/2016,84,",,7",42,",,7"
8/13/2016,87,",,7",43,",,7"
8/14/2016,89,",,7",48,",,7"
8/15/2016,93,",,7",46,",,7"
8/16/2016,93,",,7",45,",,7"
8/17/2016,93,",,7",49,",,7"
8/18/2016,94,",,7",48,",,7"
8/19/2016,92,",,7",46,",,7"
8/20/2016,87,",,7",42,",,7"
8/21/2016,91,",,7",43,",,7"
8/22/2016,91,",,7",42,",,7"
8/23/2016,82,",,7",34,",,7"
8/24/2016,79,",,7",36,",,7"
8/25/2016,80,",,7",39,",,7"
8/26/2016,81,",,7",40,",,7"
8/27/2016,81,",,7",38,",,7"
8/28/2016,85,",,7",43,",,7"
8/29/2016,87,",,7",43,",,7"
8/30/2016,91,",,7",48,",,7"
8/31/2016,82,",,7",51,",,7"
9/1/2016,88,",,7",42,",,7"
9/2/2016,88,",,7",46,",,7"
9/3/2016,68,",,7",32,",,7"
9/4/2016,72,",,7",35,",,7"
9/5/2016,69,",,7",43,",,7"
9/6/2016,68,",,7",31,",,7"
9/7/2016,67,",,7",34,",,7"
9/8/2016,74,",,7",41,",,7"
9/9/2016,74,",,7",32,",,7"
9/10/2016,75,",,7",32,",,7"
9/11/2016,83,",,7",36,",,7"
9/12/2016,68,",,7",36,",,7"
9/13/2016,65,",,7",28,",,7"
9/14/2016,70,",,7",34,",,7"
9/15/2016,51,",,7",32,",,7"
9/16/2016,75,",,7",32,",,7"
9/17/2016,77,",,7",35,",,7"
9/18/2016,75,",,7",45,",,7"
9/19/2016,72,",,7",37,",,7"
9/20/2016,78,",,7",40,",,7"
9/21/2016,73,",,7",41,",,7"
9/22/2016,66,",,7",45,",,7"
9/23/2016,55,",,7",47,",,7"
9/24/2016,60,",,7",42,",,7"
9/25/2016,65,",,7",32,",,7"
9/26/2016,77,",,7",35,",,7"
9/27/2016,85,",,7",37,",,7"
9/28/2016,85,",,7",38,",,7"
9/29/2016,87,",,7",39,",,7"
9/30/2016,85,",,7",44,",,7"
10/1/2016,79,",,7",46,",,7"
10/2/2016,69,",,7",25,",,7"
10/3/2016,59,",,7",32,",,7"
10/4/2016,45,",,7",33,",,7"
10/5/2016,47,",,7",32,",,7"
10/6/2016,52,",,7",34,",,7"
10/7/2016,50,",,7",32,",,7"
10/8/2016,54,",,7",36,",,7"
10/9/2016,74,",,7",34,",,7"
10/10/2016,72,",,7",41,",,7"
10/11/2016,66,",,7",36,",,7"
10/12/2016,54,",,7",21,",,7"
10/13/2016,63,",,7",22,",,7"
10/14/2016,58,",,7",39,",,7"
10/15/2016,46,",,7",39,",,7"
10/16/2016,49,",,7",39,",,7"
10/17/2016,51,",,7",37,",,7"
10/18/2016,43,",,7",34,",,7"
10/19/2016,44,",,7",35,",,7"
10/20/2016,50,",,7",29,",,7"
10/21/2016,54,",,7",36,",,7"
10/22/2016,61,",,7",39,",,7"
10/23/2016,58,",,7",33,",,7"
10/24/2016,66,",,7",34,",,7"
10/25/2016,49,",,7",38,",,7"
10/26/2016,52,",,7",41,",,7"
10/27/2016,62,",,7",40,",,7"
10/28/2016,62,",,7",41,",,7"
10/29/2016,57,",,7",33,",,7"
10/30/2016,59,",,7",33,",,7"
10/31/2016,49,",,7",37,",,7"
11/1/2016,42,",,7",35,",,7"
11/2/2016,44,",,7",30,",,7"
11/3/2016,57,",,7",26,",,7"
11/4/2016,59,",,7",25,",,7"
11/5/2016,62,",,7",26,",,7"
11/6/2016,65,",,7",27,",,7"
11/7/2016,59,",,7",30,",,7"
11/8/2016,56,",,7",30,",,7"
11/9/2016,66,",,7",30,",,7"
11/10/2016,68,",,7",27,",,7"
11/11/2016,62,",,7",28,",,7"
11/12/2016,66,",,7",29,",,7"
11/13/2016,57,",,7",30,",,7"
11/14/2016,54,",,7",30,",,7"
11/15/2016,47,",,7",39,",,7"
11/16/2016,44,",,7",30,",,7"
11/17/2016,41,",,7",23,",,7"
11/18/2016,40,",,7",15,",,7"
11/19/2016,38,",,7",16,",,7"
11/20/2016,45,",,7",32,",,7"
11/21/2016,38,",,7",31,",,7"
11/22/2016,42,",,7",25,",,7"
11/23/2016,39,",,7",25,",,7"
11/24/2016,35,",,7",24,",,7"
11/25/2016,38,",,7",26,",,7"
11/26/2016,44,",,7",25,",,7"
11/27/2016,44,",,7",25,",,7"
11/28/2016,39,",,7",27,",,7"
11/29/2016,36,",,7",24,",,7"
11/30/2016,35,",,7",14,",,7"
12/1/2016,30,",,7",22,",,7"
12/2/2016,32,",,7",8,",,7"
12/3/2016,32,",,7",8,",,7"
12/4/2016,36,",,7",27,",,7"
12/5/2016,33,",,7",1,",,7"
12/6/2016,26,",,7",1,",,7"
12/7/2016,25,",,7",4,",,7"
12/8/2016,23,",,7",-7,",,7"
12/9/2016,24,",,7",-1,",,7"
12/10/2016,32,",,7",24,",,7"
12/11/2016,36,",,7",14,",,7"
12/12/2016,29,",,7",17,",,7"
12/13/2016,34,",,7",1,",,7"
12/14/2016,27,",,7",6,",,7"
12/15/2016,32,",,7",11,",,7"
12/16/2016,34,",,7",23,",,7"
12/17/2016,26,",,7",-14,",,7"
12/18/2016,9,",,7",-13,",,7"
12/19/2016,16,",,7",-9,",,7"
12/20/2016,29,",,7",13,",,7"
12/21/2016,34,",,7",-2,",,7"
12/22/2016,27,",,7",-7,",,7"
12/23/2016,27,",,7",-5,",,7"
12/24/2016,34,",,7",14,",,7"
12/25/2016,29,",,7",11,",,7"
12/26/2016,25,",,7",3,",,7"
12/27/2016,30,",,7",2,",,7"
12/28/2016,26,",,7",10,",,7"
12/29/2016,35,",,7",0,",,7"
12/30/2016,38,",,7",11,",,7"
12/31/2016,31,",,7",-6,",,7"
1/1/2017,28,",,7",-5,",,7"
1/2/2017,26,",,7",9,",,7"
1/3/2017,21,",,7",7,",,7"
1/4/2017,23,",,7",3,",,7"
1/5/2017,20,",,7",-19,",,7"
1/6/2017,15,",,7",-18,",,7"
1/7/2017,24,",,7",-11,",,7"
1/8/2017,26,",,7",-7,",,7"
1/9/2017,35,",,7",26,",,7"
1/10/2017,37,",,7",24,",,7"
1/11/2017,31,",,7",26,",,7"
1/12/2017,36,",,7",-2,",,7"
1/13/2017,27,",,7",-11,",,7"
1/14/2017,22,",,7",-10,",,7"
1/15/2017,21,",,7",-8,",,7"
1/16/2017,24,",,7",-8,",,7"
1/17/2017,24,",,7",-7,",,7"
1/18/2017,39,",,7",4,",,7"
1/19/2017,36,",,7",30,",,7"
1/20/2017,37,",,7",21,",,7"
1/21/2017,39,",,7",19,",,7"
1/22/2017,36,",,7",17,",,7"
1/23/2017,34,",,7",7,",,7"
1/24/2017,26,",,7",12,",,7"
1/25/2017,33,",,7",-4,",,7"
1/26/2017,21,",,7",6,",,7"
1/27/2017,29,",,7",-5,",,7"
1/28/2017,30,",,7",-5,",,7"
1/29/2017,37,",,7",2,",,7"
1/30/2017,43,",,7",9,",,7"
1/31/2017,43,",,7",25,",,7"
2/1/2017,37,",,7",16,",,7"
2/2/2017,30,",,7",18,",,7"
2/3/2017,31,",,7",15,",,7"
2/4/2017,37,",,7",26,",,7"
2/5/2017,36,",,7",32,",,7"
2/6/2017,41,",,7",32,",,7"
2/7/2017,40,",,7",22,",,7"
2/8/2017,37,",,7",24,",,7"
2/9/2017,42,",,7",32,",,7"
2/10/2017,40,",,7",33,",,7"
2/11/2017,44,",,7",18,",,7"
2/12/2017,40,",,7",7,",,7"
2/13/2017,38,",,7",9,",,7"
2/14/2017,43,",,7",11,",,7"
2/15/2017,48,",,7",13,",,7"
2/16/2017,53,",,7",21,",,7"
2/17/2017,41,",,7",30,",,7"
2/18/2017,47,",,7",32,",,7"
2/19/2017,40,",,7",31,",,7"
2/20/2017,42,",,7",31,",,7"
2/21/2017,42,",,7",32,",,7"
2/22/2017,39,",,7",27,",,7"
2/23/2017,41,",,7",23,",,7"
2/24/2017,32,",,7",14,",,7"
2/25/2017,32,",,7",7,",,7"
2/26/2017,33,",,7",12,",,7"
2/27/2017,30,",,7",19,",,7"
2/28/2017,33,",,7",20,",,7"
3/1/2017,34,",,7",21,",,7"
3/2/2017,40,",,7",10,",,7"
3/3/2017,44,",,7",13,",,7"
3/4/2017,49,",,7",28,",,7"
3/5/2017,40,",,7",31,",,7"
3/6/2017,35,",,7",15,",,7"
3/7/2017,31,",,7",20,",,7"
3/8/2017,36,",,7",25,",,7"
3/9/2017,39,",,7",33,",,7"
3/10/2017,43,",,7",34,",,7"
3/11/2017,52,",,7",23,",,7"
3/12/2017,53,",,7",26,",,7"
3/13/2017,52,",,7",27,",,7"
3/14/2017,58,",,7",34,",,7"
3/15/2017,60,",,7",31,",,7"
3/16/2017,56,",,7",35,",,7"
3/17/2017,50,",,7",26,",,7"
3/18/2017,58,",,7",32,",,7"
3/19/2017,54,",,7",36,",,7"
3/20/2017,42,",,7",34,",,7"
3/21/2017,49,",,7",32,",,7"
3/22/2017,57,",,7",30,",,7"
3/23/2017,52,",,7",28,",,7"
3/24/2017,54,",,7",26,",,7"
3/25/2017,48,",,7",32,",,7"
3/26/2017,49,",,7",25,",,7"
3/27/2017,50,",,7",32,",,7"
3/28/2017,47,",,7",25,",,7"
3/29/2017,51,",,7",32,",,7"
3/30/2017,45,",,7",32,",,7"
3/31/2017,40,",,7",31,",,7"
4/1/2017,50,",,7",27,",,7"
4/2/2017,61,",,7",32,",,7"
4/3/2017,55,",,7",22,",,7"
4/4/2017,44,",,7",17,",,7"
4/5/2017,51,",,7",22,",,7"
4/6/2017,61,",,7",39,",,7"
4/7/2017,59,",,7",35,",,7"
4/8/2017,53,",,7",33,",,7"
4/9/2017,43,",,7",22,",,7"
4/10/2017,46,",,7",26,",,7"
4/11/2017,44,",,7",19,",,7"
4/12/2017,50,",,7",27,",,7"
4/13/2017,61,",,7",39,",,7"
4/14/2017,44,",,7",28,",,7"
4/15/2017,43,",,7",19,",,7"
4/16/2017,47,",,7",23,",,7"
4/17/2017,60,",,7",31,",,7"
4/18/2017,52,",,7",34,",,7"
4/19/2017,53,",,7",33,",,7"
4/20/2017,57,",,7",35,",,7"
4/21/2017,46,",,7",27,",,7"
4/22/2017,54,",,7",26,",,7"
4/23/2017,61,",,7",37,",,7"
4/24/2017,54,",,7",33,",,7"
4/25/2017,52,",,7",32,",,7"
4/26/2017,54,",,7",36,",,7"
4/27/2017,48,",,7",31,",,7"
4/28/2017,45,",,7",27,",,7"
4/29/2017,47,",,7",23,",,7"
4/30/2017,60,",,7",34,",,7"
5/1/2017,53,",,7",26,",,7"
5/2/2017,58,",,7",37,",,7"
5/3/2017,61,",,7",28,",,7"
5/4/2017,71,",,7",34,",,7"
5/5/2017,80,",,7",38,",,7"
5/6/2017,70,",,7",43,",,7"
5/7/2017,65,",,7",40,",,7"
5/8/2017,48,",,7",26,",,7"
5/9/2017,66,",,7",30,",,7"
5/10/2017,71,",,7",32,",,7"
5/11/2017,77,",,7",37,",,7"
5/12/2017,79,",,7",45,",,7"
5/13/2017,60,",,7",29,",,7"
5/14/2017,52,",,7",29,",,7"
5/15/2017,54,",,7",30,",,7"
5/16/2017,59,",,7",31,",,7"
5/17/2017,47,",,7",30,",,7"
5/18/2017,43,",,7",33,",,7"
5/19/2017,58,",,7",32,",,7"
5/20/2017,65,",,7",35,",,7"
5/21/2017,62,",,7",37,",,7"
5/22/2017,72,",,7",35,",,7"
5/23/2017,78,",,7",37,",,7"
5/24/2017,81,",,7",41,",,7"
5/25/2017,66,",,7",35,",,7"
5/26/2017,61,",,7",38,",,7"
5/27/2017,64,",,7",33,",,7"
5/28/2017,73,",,7",36,",,7"
5/29/2017,79,",,7",38,",,7"
5/30/2017,83,",,7",40,",,7"
5/31/2017,83,",,7",42,",,7"
6/1/2017,88,",,7",48,",,7"
6/2/2017,63,",,7",40,",,7"
6/3/2017,73,",,7",40,",,7"
6/4/2017,84,",,7",44,",,7"
6/5/2017,84,",,7",42,",,7"
6/6/2017,74,",,7",37,",,7"
6/7/2017,82,",,7",41,",,7"
6/8/2017,92,",,7",46,",,7"
6/9/2017,78,",,7",40,",,7"
6/10/2017,63,",,7",39,",,7"
6/11/2017,55,",,7",31,",,7"
6/12/2017,66,",,7",39,",,7"
6/13/2017,61,",,7",41,",,7"
6/14/2017,50,",,7",35,",,7"
6/15/2017,70,",,7",42,",,7"
6/16/2017,65,",,7",48,",,7"
6/17/2017,59,",,7",43,",,7"
6/18/2017,72,",,7",46,",,7"
6/19/2017,74,",,7",42,",,7"
6/20/2017,88,",,7",50,",,7"
6/21/2017,90,",,7",47,",,7"
6/22/2017,82,",,7",41,",,7"
6/23/2017,76,",,7",35,",,7"
6/24/2017,80,",,7",39,",,7"
6/25/2017,85,",,7",42,",,7"
6/26/2017,93,",,7",48,",,7"
6/27/2017,94,",,7",51,",,7"
6/28/2017,82,",,7",49,",,7"
6/29/2017,78,",,7",42,",,7"
6/30/2017,76,",,7",41,",,7"
7/1/2017,83,",,7",43,",,7"
7/2/2017,89,",,7",48,",,7"
7/3/2017,90,",,7",46,",,7"
7/4/2017,90,",,7",44,",,7"
7/5/2017,92,",,7",49,",,7"
7/6/2017,97,",,7",49,",,7"
7/7/2017,96,",,7",49,",,7"
7/8/2017,96,",,7",50,",,7"
7/9/2017,100,",,7",56,",,7"
7/10/2017,97,",,7",53,",,7"
7/11/2017,89,",,7",50,",,7"
7/12/2017,86,",,7",44,",,7"
7/13/2017,90,",,7",46,",,7"
7/14/2017,96,",,7",48,",,7"
7/15/2017,97,",,7",52,",,7"
7/16/2017,96,",,7",50,",,7"
7/17/2017,90,",,7",42,",,7"
7/18/2017,89,",,7",44,",,7"
7/19/2017,92,",,7",46,",,7"
7/20/2017,93,",,7",44,",,7"
7/21/2017,89,",,7",43,",,7"
7/22/2017,87,",,7",42,",,7"
7/23/2017,92,",,7",47,",,7"
7/24/2017,95,",,7",50,",,7"
7/25/2017,94,",,7",53,",,7"
7/26/2017,91,",,7",47,",,7"
7/27/2017,82,",,7",51,",,7"
7/28/2017,86,",,7",47,",,7"
7/29/2017,84,",,7",47,",,7"
7/30/2017,96,",,7",50,",,7"
7/31/2017,96,",,7",47,",,7"
8/1/2017,95,",,7",47,",,7"
8/2/2017,97,",,7",46,",,7"
8/3/2017,96,",,7",47,",,7"
8/4/2017,96,",,7",47,",,7"
8/5/2017,94,",,7",46,",,7"
8/6/2017,88,",,7",45,",,7"
8/7/2017,88,",,7",46,",,7"
8/8/2017,88,",,7",50,",,7"
8/9/2017,91,",,7",48,",,7"
8/10/2017,90,",,7",47,",,7"
8/11/2017,89,",,7",47,",,7"
8/12/2017,85,",,7",43,",,7"
8/13/2017,89,",,7",48,",,7"
8/14/2017,77,",,7",52,",,7"
8/15/2017,80,",,7",40,",,7"
8/16/2017,84,",,7",40,",,7"
8/17/2017,86,",,7",41,",,7"
8/18/2017,88,",,7",43,",,7"
8/19/2017,91,",,7",45,",,7"
8/20/2017,87,",,7",41,",,7"
8/21/2017,84,",,7",43,",,7"
8/22/2017,88,",,7",42,",,7"
8/23/2017,91,",,7",45,",,7"
8/24/2017,89,",,7",48,",,7"
8/25/2017,84,",,7",44,",,7"
8/26/2017,87,",,7",44,",,7"
8/27/2017,90,",,7",43,",,7"
8/28/2017,95,",,7",45,",,7"
8/29/2017,89,",,7",47,",,7"
8/30/2017,97,",,7",47,",,7"
8/31/2017,92,",,7",47,",,7"
9/1/2017,88,",,7",42,",,7"
9/2/2017,92,",,7",45,",,7"
9/3/2017,96,",,7",45,",,7"
9/4/2017,99,",,7",47,",,7"
9/5/2017,95,",,7",44,",,7"
9/6/2017,87,",,7",45,",,7"
9/7/2017,90,",,7",47,",,7"
9/8/2017,89,",,7",52,",,7"
9/9/2017,83,",,7",47,",,7"
9/10/2017,86,",,7",46,",,7"
9/11/2017,86,",,7",41,",,7"
9/12/2017,90,",,7",43,",,7"
9/13/2017,89,",,7",50,",,7"
9/14/2017,83,",,7",51,",,7"
9/15/2017,74,",,7",44,",,7"
9/16/2017,49,",,7",38,",,7"
9/17/2017,64,",,7",34,",,7"
9/18/2017,70,",,7",40,",,7"
9/19/2017,49,",,7",34,",,7"
9/20/2017,43,",,7",34,",,7"
9/21/2017,42,",,7",32,",,7"
9/22/2017,50,",,7",32,",,7"
9/23/2017,47,",,7",33,",,7"
9/24/2017,52,",,7",26,",,7"
9/25/2017,56,",,7",26,",,7"
9/26/2017,59,",,7",34,",,7"
9/27/2017,65,",,7",30,",,7"
9/28/2017,72,",,7",31,",,7"
9/29/2017,75,",,7",32,",,7"
9/30/2017,75,",,7",33,",,7"
10/1/2017,57,",,7",30,",,7"
10/2/2017,46,",,7",32,",,7"
10/3/2017,53,",,7",25,",,7"
10/4/2017,59,",,7",25,",,7"
10/5/2017,40,",,7",30,",,7"
10/6/2017,49,",,7",28,",,7"
10/7/2017,65,",,7",30,",,7"
10/8/2017,57,",,7",28,",,7"
10/9/2017,47,",,7",23,",,7"
10/10/2017,57,",,7",23,",,7"
10/11/2017,64,",,7",33,",,7"
10/12/2017,51,",,7",27,",,7"
10/13/2017,45,",,7",32,",,7"
10/14/2017,38,",,7",24,",,7"
10/15/2017,49,",,7",21,",,7"
10/16/2017,60,",,7",23,",,7"
10/17/2017,67,",,7",25,",,7"
10/18/2017,69,",,7",27,",,7"
10/19/2017,65,",,7",30,",,7"
10/20/2017,67,",,7",34,",,7"
10/21/2017,43,",,7",30,",,7"
10/22/2017,41,",,7",31,",,7"
10/23/2017,46,",,7",31,",,7"
10/24/2017,56,",,7",25,",,7"
10/25/2017,61,",,7",26,",,7"
10/26/2017,66,",,7",27,",,7"
10/27/2017,61,",,7",27,",,7"
10/28/2017,62,",,7",27,",,7"
10/29/2017,65,",,7",28,",,7"
10/30/2017,67,",,7",29,",,7"
10/31/2017,52,",,7",20,",,7"
11/1/2017,45,",,7",23,",,7"
11/2/2017,46,",,7",27,",,7"
11/3/2017,37,",,7",32,",,7"
11/4/2017,33,",,7",25,",,7"
11/5/2017,34,",,7",25,",,7"
11/6/2017,35,",,7",18,",,7"
11/7/2017,40,",,7",4,",,7"
11/8/2017,37,",,7",14,",,7"
11/9/2017,43,",,7",30,",,7"
11/10/2017,40,",,7",28,",,7"
11/11/2017,35,",,7",31,",,7"
11/12/2017,41,",,7",27,",,7"
11/13/2017,44,",,7",25,",,7"
11/14/2017,50,",,7",32,",,7"
11/15/2017,42,",,7",20,",,7"
11/16/2017,46,",,7",30,",,7"
11/17/2017,35,",,7",24,",,7"
11/18/2017,38,",,7",14,",,7"
11/19/2017,40,",,7",13,",,7"
11/20/2017,40,",,7",21,",,7"
11/21/2017,37,",,7",30,",,7"
11/22/2017,40,",,7",35,",,7"
11/23/2017,48,",,7",34,",,7"
11/24/2017,55,",,7",36,",,7"
11/25/2017,48,",,7",22,",,7"
11/26/2017,40,",,7",28,",,7"
11/27/2017,56,",,7",33,",,7"
11/28/2017,46,",,7",18,",,7"
11/29/2017,44,",,7",19,",,7"
11/30/2017,34,",,7",10,",,7"
12/1/2017,31,",,7",19,",,7"
12/2/2017,42,",,7",28,",,7"
12/3/2017,40,",,7",30,",,7"
12/4/2017,32,",,7",14,",,7"
12/5/2017,32,",,7",5,",,7"
12/6/2017,30,",,7",2,",,7"
12/7/2017,28,",,7",4,",,7"
12/8/2017,33,",,7",8,",,7"
12/9/2017,36,",,7",7,",,7"
12/10/2017,34,",,7",8,",,7"
12/11/2017,35,",,7",10,",,7"
12/12/2017,38,",,7",9,",,7"
12/13/2017,35,",,7",10,",,7"
12/14/2017,33,",,7",10,",,7"
12/15/2017,35,",,7",11,",,7"
12/16/2017,32,",,7",21,",,7"
12/17/2017,35,",,7",3,",,7"
12/18/2017,31,",,7",17,",,7"
12/19/2017,39,",,7",31,",,7"
12/20/2017,41,",,7",25,",,7"
12/21/2017,32,",,7",4,",,7"
12/22/2017,29,",,7",10,",,7"
12/23/2017,30,",,7",22,",,7"
12/24/2017,28,",,7",-10,",,7"
12/25/2017,22,",,7",-5,",,7"
12/26/2017,30,",,7",5,",,7"
