"","SpringName","site_type","Water_Year","max_ndvi","max_ndvi_doy","amplitude_ndvi","dur_80th_ndvi","sos_doy_ndvi","eos_doy_ndvi","gsl_ndvi","CWB_tot_mm","snowmelt_timing","Dec_CWB_mm","Nov_CWB_mm","Oct_CWB_mm","Apr_CWB_mm","Aug_CWB_mm","Feb_CWB_mm","Jan_CWB_mm","Jul_CWB_mm","Jun_CWB_mm","Mar_CWB_mm","May_CWB_mm","Sep_CWB_mm","Fall_CWB_mm","Spring_CWB_mm","Summer_CWB_mm","Winter_CWB_mm","Latitude","Longitude","Elevation_m","TWI","Aspect","HLI","WEI"
"1","Artemis","Non-Spring","2018",0.469165838128021,174,0.185431247866833,36.6,137,237,100,243.75,101.673333333333,83.06,80.77,45.32,45.4,-84.74,73.41,50.29,-91.86,16.77,56.13,20.24,-51.04,209.15,82.41,-227.64,179.83,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"2","Artemis","Non-Spring","2017",0.485775879399161,172,0.182287287297408,40.8,141,219,78,292.87,117.84,85.6,31.5,60.89,58.1,-106.61,83.31,44.45,-80.93,1.99,85.56,16.95,12.06,177.99,77.04,-175.48,213.32,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"3","Artemis","Non-Spring","2019",0.46224923482139,174,0.180792607002317,37,136,233,97,105.7,132.24,33.02,40.39,39.69,41.62,-86.53,47.24,24.89,-60.03,-22.51,31.5,20.69,-4.27,113.1,39.8,-150.83,103.63,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"4","Artemis","Non-Spring","2020",0.464649810928378,182,0.184673725154672,37.6,140,229,89,220.31,133.2,28.45,22.1,54.61,36.04,-96.1,85.34,70.1,-58.01,41.66,39.12,43,-46,105.16,120.7,-200.11,194.56,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"5","Artemis","Non-Spring","2021",0.45138703792053,173,0.203260277851155,39,143,247,105,-48.54,117.48,49.78,36.83,32.13,-8.05,-72.22,53.09,24.64,-83.35,-65.94,25.15,10.43,-51.03,118.74,-63.56,-206.6,102.88,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"6","Artemis","Non-Spring","2022",0.492110817654724,188,0.220688087096069,40.8,148,222,73,202.03,111.706666666667,67.06,35.81,33.58,68.25,-90.18,24.38,54.61,-73.63,-4,37.72,79.05,-30.62,136.45,143.3,-194.43,116.71,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"7","Artemis","Non-Spring","2023",0.48793384916478,176,0.188761036438916,34.8,144,223,80,225.12,133.6,55.12,54.1,7.37,28.62,-3.99,14.99,20.57,-67.49,39.06,72.14,9.89,-5.26,116.59,77.57,-76.74,107.7,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"8","Artemis","Non-Spring","2024",0.448302691642811,175,0.188142516952295,32.8,143,242,98,68.03,122.253333333333,33.53,45.21,11.58,44.02,-94.36,44.45,31.75,-90.3,-35.41,44.96,29.23,3.37,90.32,37.84,-181.29,121.16,45.08102603,-114.8385703,1958.382348,1.855831623,227.2511604,0.959453106,0.781576216
"9","Artemis","Spring","2024",0.651562031879091,181,0.282352029489744,32.8,142,244,102,68.03,122.253333333333,33.53,45.21,11.58,44.02,-94.36,44.45,31.75,-90.3,-35.41,44.96,29.23,3.37,90.32,37.84,-181.29,121.16,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"10","Artemis","Spring","2018",0.66417113243414,171,0.289229431303031,36.6,141,239,97,243.75,101.673333333333,83.06,80.77,45.32,45.4,-84.74,73.41,50.29,-91.86,16.77,56.13,20.24,-51.04,209.15,82.41,-227.64,179.83,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"11","Artemis","Spring","2023",0.674927081905685,174,0.260622865392352,34.8,144,237,93,225.12,133.6,55.12,54.1,7.37,28.62,-3.99,14.99,20.57,-67.49,39.06,72.14,9.89,-5.26,116.59,77.57,-76.74,107.7,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"12","Artemis","Spring","2017",0.661450618674155,172,0.266510615220205,40.8,142,223,82,292.87,117.84,85.6,31.5,60.89,58.1,-106.61,83.31,44.45,-80.93,1.99,85.56,16.95,12.06,177.99,77.04,-175.48,213.32,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"13","Artemis","Spring","2022",0.685940108700586,189,0.337464081636662,40.8,150,253,104,202.03,111.706666666667,67.06,35.81,33.58,68.25,-90.18,24.38,54.61,-73.63,-4,37.72,79.05,-30.62,136.45,143.3,-194.43,116.71,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"14","Artemis","Spring","2019",0.632875818955081,189,0.248752397136763,37,144,250,107,105.7,132.24,33.02,40.39,39.69,41.62,-86.53,47.24,24.89,-60.03,-22.51,31.5,20.69,-4.27,113.1,39.8,-150.83,103.63,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"15","Artemis","Spring","2020",0.619084538162125,185,0.23532420345835,37.6,146,216,70,220.31,133.2,28.45,22.1,54.61,36.04,-96.1,85.34,70.1,-58.01,41.66,39.12,43,-46,105.16,120.7,-200.11,194.56,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"16","Artemis","Spring","2021",0.640165610555834,172,0.301557335897015,39,146,253,107,-48.54,117.48,49.78,36.83,32.13,-8.05,-72.22,53.09,24.64,-83.35,-65.94,25.15,10.43,-51.03,118.74,-63.56,-206.6,102.88,45.08076064,-114.8380823,1962.351906,4.279268265,238.4788286,0.996852696,0.695845842
"17","Aspens","Non-Spring","2017",0.460988270666139,170,0.153644110931657,40.8,125,229,104,465.84,110.6,103.63,44.96,73.59,75.17,-110.61,120.4,60.2,-83.36,7.98,123.86,17.09,32.93,222.18,100.24,-161.04,304.46,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"18","Aspens","Non-Spring","2019",0.479289715941183,169,0.163194790155741,37,137,202,64,255.65,128.493333333333,50.55,63.75,40.76,59.47,-81.19,83.82,44.7,-56.23,-13.55,43.69,20.52,-0.64,155.06,66.44,-138.06,172.21,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"19","Aspens","Non-Spring","2020",0.475251930811316,169,0.174116015656022,37.4,138,234,96,291.98,126,39.62,26.16,64.01,42.25,-101.93,86.61,96.01,-56.8,49.76,53.09,40.54,-47.34,129.79,132.55,-206.07,235.71,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"20","Aspens","Non-Spring","2021",0.435283531628146,169,0.161434017613564,39,134,251,117,36.96,127.186666666667,61.21,58.93,32.92,-10.49,-74.24,86.11,42.67,-83.42,-63.85,33.53,4.18,-50.59,153.06,-70.16,-208.25,162.31,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"21","Aspens","Non-Spring","2018",0.493512916921672,161,0.187465924904414,36.6,132,224,92,350.45,106.486666666667,87.38,112.27,51.94,59.3,-85.51,87.88,67.82,-97.39,18.81,73.91,30.38,-56.34,251.59,108.49,-239.24,229.61,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"22","Aspens","Non-Spring","2023",0.512977449090504,168,0.176649819114917,34.6,142,204,62,351.32,150.4,78.99,73.66,8.38,44.16,-5.22,26.42,34.04,-71.94,57.97,98.55,17.58,-11.27,161.03,119.71,-88.43,159.01,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"23","Aspens","Non-Spring","2022",0.471344370137916,175,0.212832664677304,40.8,132,253,121,315.72,120.58,95.76,53.85,39.44,83.08,-88.96,27.18,67.31,-79.27,2.07,46.47,101.92,-33.13,189.05,187.07,-201.36,140.96,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"24","Aspens","Non-Spring","2024",0.471390114754669,167,0.169807293761409,32.8,136,233,97,168.84,127.08,45.21,55.88,15.66,40.47,-99.69,57.91,48.26,-93.65,-22.09,70.87,50.01,0,116.75,68.39,-193.34,177.04,45.06729666,-114.8495748,1843.610785,1.296851873,130.9959912,0.669901669,0.237651885
"25","Aspens","Spring","2017",0.686997399222741,193,0.304132791878294,40.8,141,267,126,465.84,110.6,103.63,44.96,73.59,75.17,-110.61,120.4,60.2,-83.36,7.98,123.86,17.09,32.93,222.18,100.24,-161.04,304.46,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"26","Aspens","Spring","2018",0.705394108072132,185,0.283289028941451,36.6,143,260,117,350.45,106.486666666667,87.38,112.27,51.94,59.3,-85.51,87.88,67.82,-97.39,18.81,73.91,30.38,-56.34,251.59,108.49,-239.24,229.61,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"27","Aspens","Spring","2019",0.690951357851545,185,0.248104034540955,37,147,264,117,255.65,128.493333333333,50.55,63.75,40.76,59.47,-81.19,83.82,44.7,-56.23,-13.55,43.69,20.52,-0.64,155.06,66.44,-138.06,172.21,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"28","Aspens","Spring","2024",0.750578754760355,184,0.336569667744272,54.3542857142857,150,266,116,168.84,127.08,45.21,55.88,15.66,40.47,-99.69,57.91,48.26,-93.65,-22.09,70.87,50.01,0,116.75,68.39,-193.34,177.04,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"29","Aspens","Spring","2021",0.70413444408314,217,0.413155570770973,39,137,278,140,36.96,127.186666666667,61.21,58.93,32.92,-10.49,-74.24,86.11,42.67,-83.42,-63.85,33.53,4.18,-50.59,153.06,-70.16,-208.25,162.31,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"30","Aspens","Spring","2022",0.75256655366523,194,0.510404870377256,53.6228571428571,144,277,133,315.72,120.58,95.76,53.85,39.44,83.08,-88.96,27.18,67.31,-79.27,2.07,46.47,101.92,-33.13,189.05,187.07,-201.36,140.96,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"31","Aspens","Spring","2023",0.721573892802847,187,0.322177001801846,34.6,145,270,126,351.32,150.4,78.99,73.66,8.38,44.16,-5.22,26.42,34.04,-71.94,57.97,98.55,17.58,-11.27,161.03,119.71,-88.43,159.01,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"32","Aspens","Spring","2020",0.703048745281089,202,0.283990279587315,56.6342857142857,149,265,115,291.98,126,39.62,26.16,64.01,42.25,-101.93,86.61,96.01,-56.8,49.76,53.09,40.54,-47.34,129.79,132.55,-206.07,235.71,45.06675187,-114.8489418,1784.429924,3.530452728,97.82727099,0.537461638,0.02185905
"33","Big Joe","Non-Spring","2021",0.661405584535418,162,0.238903021954152,39,139,214,75,-120.22,132.04,48.77,35.56,13.75,-18.21,-85.45,58.42,22.86,-91.51,-74.39,23.75,5.46,-59.23,98.08,-87.14,-236.19,105.03,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"34","Big Joe","Non-Spring","2017",0.594080084984892,179,0.177289264076441,40.8,139,223,84,212.84,115.426666666667,86.11,30.73,46,42.21,-114.18,77.98,41.91,-88.16,-4.11,85.25,9.99,-0.89,162.84,48.09,-203.23,205.14,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"35","Big Joe","Non-Spring","2018",0.603558338206364,161,0.182828956847939,37,130,230,99,189.83,106.486666666667,92.71,84.84,35.43,31.99,-96.47,77.22,48.77,-98.65,3.63,59.44,9.34,-58.42,212.98,44.96,-253.54,185.43,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"36","Big Joe","Non-Spring","2019",0.589237078827352,187,0.170121550840881,37,134,239,105,33.42,138.146666666667,32.26,30.99,29.63,25.89,-97.47,56.64,26.42,-67.92,-33.79,31.24,13.41,-13.88,92.88,5.51,-179.27,114.3,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"37","Big Joe","Non-Spring","2020",0.619835933045782,174,0.176260795744786,37.6,137,236,99,156.88,139.7,27.18,22.35,50.04,21.2,-105.27,82.3,67.82,-63.17,34.32,39.12,34.19,-53.2,99.57,89.71,-221.64,189.24,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"38","Big Joe","Non-Spring","2024",0.656916508600932,172,0.260107691471865,32.8,136,232,96,15.35,129.493333333333,34.04,39.88,7.66,31.92,-105.31,51.82,36.83,-100.44,-46.25,53.85,15.64,-4.29,81.58,1.31,-210.04,142.5,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"39","Big Joe","Non-Spring","2022",0.661921812182138,180,0.266292370184089,40.8,134,227,92,109.89,127.146666666667,66.8,28.45,19.51,50.21,-94.84,21.84,55.63,-81.05,-13.88,27.86,68.38,-39.02,114.76,104.71,-214.91,105.33,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"40","Big Joe","Non-Spring","2023",0.661201510202023,172,0.218323179754404,34.6,138,232,94,143.71,162.4,55.12,47.24,-0.63,12.81,-13.22,16.76,21.08,-75.27,21.99,72.9,-1.42,-13.65,101.73,33.38,-102.14,110.74,45.1043542,-114.9251743,1775.96577,1.68332684,90.53660001,0.476899475,0.029918909
"41","Big Joe","Spring","2024",0.763979753285799,183,0.290302567602198,32.8,136,247,111,15.35,129.493333333333,34.04,39.88,7.66,31.92,-105.31,51.82,36.83,-100.44,-46.25,53.85,15.64,-4.29,81.58,1.31,-210.04,142.5,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"42","Big Joe","Spring","2018",0.697637803367529,166,0.25282959665787,45.76,135,247,112,189.83,106.486666666667,92.71,84.84,35.43,31.99,-96.47,77.22,48.77,-98.65,3.63,59.44,9.34,-58.42,212.98,44.96,-253.54,185.43,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"43","Big Joe","Spring","2017",0.69947340062716,178,0.279746012516504,40.8,145,242,97,212.84,115.426666666667,86.11,30.73,46,42.21,-114.18,77.98,41.91,-88.16,-4.11,85.25,9.99,-0.89,162.84,48.09,-203.23,205.14,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"44","Big Joe","Spring","2022",0.765450455059024,187,0.35986473925326,40.8,137,274,138,109.89,127.146666666667,66.8,28.45,19.51,50.21,-94.84,21.84,55.63,-81.05,-13.88,27.86,68.38,-39.02,114.76,104.71,-214.91,105.33,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"45","Big Joe","Spring","2019",0.688073483369363,197,0.224072157614567,37,149,256,107,33.42,138.146666666667,32.26,30.99,29.63,25.89,-97.47,56.64,26.42,-67.92,-33.79,31.24,13.41,-13.88,92.88,5.51,-179.27,114.3,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"46","Big Joe","Spring","2020",0.70943656831233,192,0.248561554614746,37.6,140,258,118,156.88,139.7,27.18,22.35,50.04,21.2,-105.27,82.3,67.82,-63.17,34.32,39.12,34.19,-53.2,99.57,89.71,-221.64,189.24,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"47","Big Joe","Spring","2021",0.746668233803862,164,0.336770226300622,39,139,259,119,-120.22,132.04,48.77,35.56,13.75,-18.21,-85.45,58.42,22.86,-91.51,-74.39,23.75,5.46,-59.23,98.08,-87.14,-236.19,105.03,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"48","Big Joe","Spring","2023",0.766714689627484,169,0.274063968820542,38.5542857142857,140,255,116,143.71,162.4,55.12,47.24,-0.63,12.81,-13.22,16.76,21.08,-75.27,21.99,72.9,-1.42,-13.65,101.73,33.38,-102.14,110.74,45.10369213,-114.9246621,1743.745172,1.83266902,125.0681878,0.688803971,0.197907865
"49","Big Slump","Non-Spring","2022",0.476853384479907,209,0.339915940845001,40.8,140,293,153,583.66,126.493333333333,134.87,62.23,53.67,106.93,-68.56,39.12,90.17,-65.99,41.2,82.04,125.62,-17.64,250.77,273.75,-152.19,211.33,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"50","Big Slump","Non-Spring","2023",0.488769837541774,214,0.239397457367657,34.6,149,293,144,573.55,164.8,97.79,85.09,21.89,69.71,7.28,51.05,48.77,-57.96,88.63,128.78,29.33,3.19,204.77,187.67,-47.49,228.6,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"51","Big Slump","Non-Spring","2024",0.471367212473227,236,0.144314310473789,35.4,153,277,123,401.44,141.56,69.34,62.99,30.91,59.85,-75.6,87.88,69.85,-87.09,1.56,101.09,70.87,9.79,163.24,132.28,-152.9,258.82,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"52","Big Slump","Non-Spring","2017",0.473353328079885,190,0.294062986769787,40.8,136,281,145,698.63,127.493333333333,128.52,44.45,77.24,102.46,-96.57,155.45,69.34,-73.75,31.44,186.94,30.04,43.07,250.21,163.94,-127.25,411.73,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"53","Big Slump","Non-Spring","2018",0.470268633323654,221,0.236698340140254,71.8857142857143,139,294,155,599.53,171.466666666667,108.46,115.82,69.09,89.29,-61.12,116.33,86.87,-84.37,48.72,103.38,49.95,-42.89,293.37,187.96,-188.38,306.58,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"54","Big Slump","Non-Spring","2019",0.478997113044943,204,0.221738642646248,37,148,262,114,530.83,141.813333333333,72.64,75.18,57,93.38,-53.29,142.24,63.25,-36.43,10.85,53.59,37.68,14.74,204.82,141.91,-74.98,259.08,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"55","Big Slump","Non-Spring","2020",0.483759776173258,208,0.237194844568018,37.6,172,290,118,523.31,152.993333333333,51.05,31.75,77.22,66.71,-86.73,104.65,132.08,-37.39,66.53,69.6,77.01,-29.17,160.02,210.25,-153.29,306.33,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"56","Big Slump","Non-Spring","2021",0.487987779268046,210,0.272613153680407,39,134,292,158,275.61,141.746666666667,78.74,68.07,64.64,13.38,-56.25,136.14,66.29,-85.16,-46.87,44.2,26.63,-34.2,211.45,-6.86,-175.61,246.63,45.15612475,-114.8718329,2206.191526,1.813636422,327.3768841,0.678591073,0.658503532
"57","Big Slump","Spring","2017",0.67517727560237,192,0.412078854909551,66.4457142857143,144,282,138,698.63,127.493333333333,128.52,44.45,77.24,102.46,-96.57,155.45,69.34,-73.75,31.44,186.94,30.04,43.07,250.21,163.94,-127.25,411.73,45.15721,-114.87205,2176.65315,5.299993992,258.9482875,0.990932107,0.942075074
"58","Big Slump","Spring","2024",0.713857904636812,214,0.272375798298289,35.4,157,279,121,401.44,141.56,69.34,62.99,30.91,59.85,-75.6,87.88,69.85,-87.09,1.56,101.09,70.87,9.79,163.24,132.28,-152.9,258.82,45.15721,-114.87205,2176.65315,5.299993992,258.9482875,0.990932107,0.942075074
"59","Big Slump","Spring","2019",0.697621863371827,213,0.327601176731246,37,154,268,114,530.83,141.813333333333,72.64,75.18,57,93.38,-53.29,142.24,63.25,-36.43,10.85,53.59,37.68,14.74,204.82,141.91,-74.98,259.08,45.15721,-114.87205,2176.65315,5.299993992,258.9482875,0.990932107,0.942075074
"60","Big Slump","Spring","2020",0.684991780868238,224,0.366144230909174,37.6,160,299,139,523.31,152.993333333333,51.05,31.75,77.22,66.71,-86.73,104.65,132.08,-37.39,66.53,69.6,77.01,-29.17,160.02,210.25,-153.29,306.33,45.15721,-114.87205,2176.65315,5.299993992,258.9482875,0.990932107,0.942075074
